,ID,Date,User,Tweet,HashTags,Likes,Retweets,MentionUsers,LocationCoordinates,clean_Tweet,NLTK_Sentiment_Analysis,TextBlob_Sentiment_Analysis,Compound_Sentiment_Score,Positive_Sentiment
25,1579977850220052481,2022-10-11 23:30:48+00:00,dadhumanizer,@SteeIerNation A man that hits the hole and drives his legs... #Steelers type of punisher uh I mean runner.,['Steelers'],0,0,"[User(username='SteeIerNation', id=769405857759129600, displayname='SteelerNation', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,man hits hole drives legs type punisher uh mean runner,-0.4404,-0.3125,-0.7529,False
26,1579977501002326018,2022-10-11 23:29:25+00:00,Chris_Z13,@JomboyMedia Looks like the @AZCardinals fan sitting next to me at Super Bowl 43 except he was back to tears by the end. #steelers,['steelers'],0,0,"[User(username='JomboyMedia', id=1100073846949007360, displayname='Jomboy Media', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='AZCardinals', id=389038362, displayname='Arizona Cardinals', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,looks like fan sitting next super bowl 43 except back tears end,0.7783,0.1111111111111111,0.8894111111111112,True
29,1579977258978095104,2022-10-11 23:28:27+00:00,StillCurtain,#Steelers need genuine and drastic changes in 2023 (via @TommyJaggi) https://t.co/VR7aTBzpvx,['Steelers'],2,1,"[User(username='TommyJaggi', id=2433933451, displayname='Tommy Jaggi', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,need genuine drastic changes 2023 via,0.0,0.4,0.4,True
30,1579977112479416320,2022-10-11 23:27:52+00:00,BrownsRVA,"I know it's wrong, but I love--LOVE-- seeing #Steelers twitter implode. I know it's sick, but it brings me so much happiness.

Go #Browns!","['Steelers', 'Browns']",3,0,,,know wrong love love seeing twitter implode know sick brings much happiness go,0.765,0.09714285714285713,0.8621428571428571,True
31,1579976233374617601,2022-10-11 23:24:23+00:00,pallaj157,#Steelers Defense needs a little Troy Polumalu/James Harrison pep talk and inspiration in them to make it these next few weeks before the bye. Win 3 get us back to even par please… we still got this! #HereWeGo,"['Steelers', 'HereWeGo']",3,0,,,defense needs little troy polumalu james harrison pep talk inspiration make next weeks bye win 3 get us back even par please still got,0.875,0.153125,1.028125,True
32,1579975383449235456,2022-10-11 23:21:00+00:00,SteelersNewsNow,Mike Tomlin gets all philosophical after Steelers’ ‘disaster’ loss to Bills #PittsburghSteelers #Steelers #SteelerNation #BlackAndYellow https://t.co/O81KX0qBnN,"['PittsburghSteelers', 'Steelers', 'SteelerNation', 'BlackAndYellow']",0,0,,,mike tomlin gets philosophical steelers disaster loss bills,-0.7506,0.0,-0.7506,False
33,1579974628583575556,2022-10-11 23:18:00+00:00,SteelersNewsNow,2023 NFL draft: Updated 1st-round order after Week 5 #PittsburghSteelers #Steelers #SteelerNation #BlackAndYellow https://t.co/sx2zzvWirt,"['PittsburghSteelers', 'Steelers', 'SteelerNation', 'BlackAndYellow']",0,0,,,2023 nfl draft updated 1st round order week 5,0.0,-0.2,-0.2,False
34,1579972866887798784,2022-10-11 23:11:00+00:00,SteelersNewsNow,What we learned from the Bills’ win over the Steelers #PittsburghSteelers #Steelers #SteelerNation #BlackAndYellow https://t.co/3xtfkcofMH,"['PittsburghSteelers', 'Steelers', 'SteelerNation', 'BlackAndYellow']",0,0,,,learned bills win steelers,0.5859,0.8,1.3859,True
38,1579971640401997824,2022-10-11 23:06:08+00:00,Steelersdepot,Mike Tomlin Sees No Drop In Tom Brady’s Play Ahead Of Sunday’s Matchup https://t.co/j7av1hNmnf #Steelers https://t.co/1Hs7KrP2n2,['Steelers'],11,2,,,mike tomlin sees drop tom brady play ahead sunday matchup,0.0772,0.0,0.0772,True
39,1579970978213289984,2022-10-11 23:03:30+00:00,Rachel81605608,Dear @ChaseClaypool my birthday is this Sunday and it would make my birthday wish come true if you would follow me back on here. I'm a huge fan of yours from Missouri ... Y'all do me a favor and retweet this and tag him @steelers  #HereWeGo,['HereWeGo'],0,0,"[User(username='ChaseClaypool', id=840969061, displayname='Chase Claypool', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='steelers', id=19426729, displayname='Pittsburgh Steelers', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,dear birthday sunday would make birthday wish come true would follow back im huge fan missouri yall favor retweet tag,0.9246,0.25,1.1745999999999999,True
40,1579970861662367745,2022-10-11 23:03:02+00:00,Jason_Shetler,"Points allowed by the #Steelers over their last 9 road games:

11/21/21: 41 vs Chargers
11/28/21: 41 vs Bengals
12/9/21: 36 vs Vikings 
12/26/21: 36 vs Chiefs 
1/9/22: 13 vs Ravens (bright spot)
1/16/22: 42 vs Chiefs 
9/11/22: 20 vs Bengals
10/9/22: 38 vs Bills",['Steelers'],0,0,,,points allowed last 9 road games 11 21 21 41 vs chargers 11 28 21 41 vs bengals 12 9 21 36 vs vikings 12 26 21 36 vs chiefs 1 9 22 13 vs ravens bright spot 1 16 22 42 vs chiefs 9 11 22 20 vs bengals 10 9 22 38 vs bills,0.4404,0.35000000000000003,0.7904,True
41,1579970847351406592,2022-10-11 23:02:59+00:00,Steelersdepot,"The Steelers have intercepted Tom Brady just five times during his career. Here are those five players who have picked him:

Deshea Townsend

Ike Taylor

Chris Hope

Vince Williams

Joe Haden

#Steelers #NFL","['Steelers', 'NFL']",622,26,,,steelers intercepted tom brady five times career five players picked deshea townsend ike taylor chris hope vince williams joe haden,0.4404,0.0,0.4404,True
42,1579970416801886208,2022-10-11 23:01:16+00:00,SteelersNewsNow,Bills rookie could steal veteran's job based on play vs. Steelers (Encouraged/worried) #PittsburghSteelers #Steelers #SteelerNation #BlackAndYellow https://t.co/xHlFvyEuhX,"['PittsburghSteelers', 'Steelers', 'SteelerNation', 'BlackAndYellow']",1,0,,,bills rookie could steal veterans job based play vs steelers encouraged worried,-0.128,0.0,-0.128,False
43,1579970397759754240,2022-10-11 23:01:11+00:00,AlloySports,"@PFF_Steelers @Steelersdepot Who likes Pittsburgh +8 this week?

#Steelers",['Steelers'],0,0,"[User(username='PFF_Steelers', id=901498130335649794, displayname='PFF PIT Steelers', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Steelersdepot', id=16806754, displayname='Steelers Depot 7⃣🎄🎅', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,likes pittsburgh 8 week,0.4215,0.0,0.4215,True
44,1579969094119346176,2022-10-11 22:56:01+00:00,SteelersNewsNow,Mike Tomlin: Najee Harris’ struggles probably just reflective of where we are #PittsburghSteelers #Steelers #SteelerNation #BlackAndYellow https://t.co/T75UDmr0eK,"['PittsburghSteelers', 'Steelers', 'SteelerNation', 'BlackAndYellow']",1,0,,,mike tomlin najee harris struggles probably reflective,-0.3612,0.0,-0.3612,False
45,1579968958215884801,2022-10-11 22:55:28+00:00,jack_sperry,"Have you heard about the infamous Cam Heyward ""Butt Retweet"" yet?

Long story short, apparently Cam's bottom doesn't think too highly of Coach Tomlin and his teammates...

See my reaction to all the drama right here: ⬇️

https://t.co/a9adH7cpKe

#HereWeGo #Steelers @ChatSports","['HereWeGo', 'Steelers']",1,2,"[User(username='ChatSports', id=81275395, displayname='Chat Sports', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,heard infamous cam heyward butt retweet yet long story short apparently cams bottom doesnt think highly coach tomlin teammates see reaction drama right,0.0,-0.009047619047619046,-0.009047619047619046,False
46,1579967835719503872,2022-10-11 22:51:01+00:00,SteelersNewsNow,Steelers Star Cam Heyward Blames His Butt for Negative Mike Tomlin Retweet #PittsburghSteelers #Steelers #SteelerNation #BlackAndYellow https://t.co/pPQ7XqOnlN,"['PittsburghSteelers', 'Steelers', 'SteelerNation', 'BlackAndYellow']",0,0,,,steelers star cam heyward blames butt negative mike tomlin retweet,-0.7506,-0.3,-1.0506,False
47,1579967465962242050,2022-10-11 22:49:32+00:00,DollaDolla_575,"@WolfTech_Savage For me it's, ""Good call Matt Canada""... #Steelers O.C 😂😂😭😭😭🤬",['Steelers'],1,0,"[User(username='WolfTech_Savage', id=1286816848625848320, displayname='Dirty Thirty Third', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,good call matt canada c,0.4404,0.7,1.1404,True
48,1579967224357748738,2022-10-11 22:48:35+00:00,MikedUpSports1,"Ok, so someone just sent me this. 

The #Steelers 2015, 16, 18 and 19 draft classes, which makes up the core of most NFL teams currently. 

How many above average players were selected in these four drafts combined? 

3 ?!?! https://t.co/B8oWFdCJtv",['Steelers'],63,6,,,ok someone sent 2015 16 18 19 draft classes makes core nfl teams currently many average players selected four drafts combined 3,0.296,0.2833333333333333,0.5793333333333333,True
50,1579966344904474631,2022-10-11 22:45:05+00:00,SteelersNewsNow,Steelers HC Mike Tomlin offers bleak injury update #PittsburghSteelers #Steelers #SteelerNation #BlackAndYellow https://t.co/oLvQwmHEA7,"['PittsburghSteelers', 'Steelers', 'SteelerNation', 'BlackAndYellow']",1,1,,,steelers hc mike tomlin offers bleak injury update,-0.4215,-0.45,-0.8714999999999999,False
51,1579966240113983494,2022-10-11 22:44:40+00:00,getluckyee,"@CoachTomlin pls get rid of Matt Canada, pls see the bigger picture with him. I wanna make at least the playoffs. #steelers",['steelers'],0,0,"[User(username='CoachTomlin', id=1482304957, displayname='Mike Tomlin', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,pls get rid matt canada pls see bigger picture wanna make least playoffs,0.1531,-0.15,0.0031000000000000194,True
52,1579965467074396166,2022-10-11 22:41:36+00:00,MikedUpSports1,"Tonight we asked #Steelers DL @Chris_Wormley43 about: 

▪️Ryan Clark’s comments
▪️Arthur Maulet’s postgame locker room report
▪️How the heck the voting for NFL top 100 works 

Stay tuned 🔜 https://t.co/5lDOwFh0jT",['Steelers'],15,3,"[User(username='Chris_Wormley43', id=246585100, displayname='Chris Wormley', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,tonight asked dl ryan clark comments arthur maulet postgame locker room report heck voting nfl top 100 works stay tuned,0.2023,0.5,0.7023,True
53,1579965317270634500,2022-10-11 22:41:00+00:00,SteelersNewsNow,Mike Tomlin: Najee Harris’ struggles probably just reflective of where we are #PittsburghSteelers #Steelers #SteelerNation #BlackAndYellow https://t.co/h2BAHu1KM6,"['PittsburghSteelers', 'Steelers', 'SteelerNation', 'BlackAndYellow']",0,0,,,mike tomlin najee harris struggles probably reflective,-0.3612,0.0,-0.3612,False
56,1579964419765075978,2022-10-11 22:37:26+00:00,ronmiles2990,Mike Tomlin is the coolest coach ever but he's one of the most overrated.  People got mad at Terry Bradshaw years ago  When Terry said that Mike Tomlin was nothing more than a cheerleader on the sidelines #miketomlin #nfl #Steelers,"['miketomlin', 'nfl', 'Steelers']",1,0,,,mike tomlin coolest coach ever hes one overrated people got mad terry bradshaw years ago terry said mike tomlin nothing cheerleader sidelines,-0.5948,-0.625,-1.2198,False
58,1579963211926806528,2022-10-11 22:32:38+00:00,GSMLBPicks,New NFL Game Total: Pittsburgh Steelers at Miami Dolphins (-6) Total: 42.5.  Total moved from 44.5 to 42.5.  #FinsUp   #HereWeGo  #NFL #NFLTwitter #NFLSpreads #NFLTotals,"['FinsUp', 'HereWeGo', 'NFL', 'NFLTwitter', 'NFLSpreads', 'NFLTotals']",0,0,,,new nfl game total pittsburgh steelers miami dolphins 6 total 42 5 total moved 44 5 42 5,0.0,-0.052727272727272734,-0.052727272727272734,False
59,1579963210840834050,2022-10-11 22:32:38+00:00,GSMLBPicks,New NFL Game Spread: Pittsburgh Steelers at Miami Dolphins (-6) Total: 42.5.  Spread moved from -4 to -6.  #FinsUp   #HereWeGo  #NFL #NFLTwitter #NFLSpreads #NFLTotals,"['FinsUp', 'HereWeGo', 'NFL', 'NFLTwitter', 'NFLSpreads', 'NFLTotals']",0,0,,,new nfl game spread pittsburgh steelers miami dolphins 6 total 42 5 spread moved 4 6,0.0,-0.08787878787878789,-0.08787878787878789,False
60,1579963051092025345,2022-10-11 22:32:00+00:00,B_GNation1,"🟡Every week is a new opportunity!
 ⚫️Bucs week starts.... NOW!

 #SteelersNation, support your team now more than ever! 

#HereWeGo #Steelers #PITvsTB #SteelersFootball https://t.co/MGs1tGYzhW","['SteelersNation', 'HereWeGo', 'Steelers', 'PITvsTB', 'SteelersFootball']",2,0,,,every week new opportunity bucs week starts support team ever,0.6705,0.13636363636363635,0.8068636363636363,True
62,1579962693611827200,2022-10-11 22:30:35+00:00,Steelersdepot,Listen: The Terrible Take (Episode 585) https://t.co/WWE5zOjfL8 #Steelers https://t.co/ZoFTbLcg3K,['Steelers'],0,1,,,listen terrible take episode 585,-0.4767,-1.0,-1.4767000000000001,False
63,1579962580118175744,2022-10-11 22:30:08+00:00,cuz_kan,"We not looking too good right now but it’s still Steelers nation all day! Win,lose or tie Im faithful always baby!!#HereWeGo https://t.co/fEz78zo039",['HereWeGo'],0,0,,,looking good right still steelers nation day win lose tie im faithful always baby,0.7845,0.5952380952380952,1.3797380952380953,True
65,1579960362858053632,2022-10-11 22:21:19+00:00,ASaunders_PGH,"The job for Mike Tomlin is big. Maybe impossible. But talk of the #Steelers not giving him a chance to finish what he's started isn't dealing in reality.

https://t.co/COrI4v3aXd",['Steelers'],11,1,,,job mike tomlin big maybe impossible talk giving chance finish hes started isnt dealing reality,0.5267,-0.3333333333333333,0.19336666666666663,True
66,1579958536045756417,2022-10-11 22:14:03+00:00,PGH_Sports_Date,35 years ago (10/11/87): #Rams beat #Steelers 31-21 in second game during strike. #HereWeGo https://t.co/GmAO3rbnuW,"['Rams', 'Steelers', 'HereWeGo']",1,0,,,35 years ago 10 11 87 beat 31 21 second game strike,-0.128,-0.2,-0.328,False
67,1579958376217595904,2022-10-11 22:13:25+00:00,CoreyClayton,@MarkMaddenX #Steelers need to dump Omar Khan and get a Wartime Consigliere! https://t.co/4Zlf6vVn32,['Steelers'],1,0,"[User(username='MarkMaddenX', id=382815761, displayname='Mark Madden', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,need dump omar khan get wartime consigliere,-0.3818,0.0,-0.3818,False
69,1579957778906755072,2022-10-11 22:11:03+00:00,SteelersNewsNow,Power Rankings: Steelers get comfortable as bottom feeders #SteelersFootball #HereWeGo #SteelersNation #SteelersFamily https://t.co/HJbGKTDAp7,"['SteelersFootball', 'HereWeGo', 'SteelersNation', 'SteelersFamily']",0,0,,,power rankings steelers get comfortable bottom feeders,0.5106,0.4,0.9106000000000001,True
70,1579957529349861376,2022-10-11 22:10:03+00:00,ScarQuip,"The decision to stick with Matt Canada is Mike Tomlin’s. If Canada fails, #Tomlin should go down with him. It was Mike’s hire. #Steelers @Steelers #SteelerNation","['Tomlin', 'Steelers', 'SteelerNation']",0,0,"[User(username='steelers', id=19426729, displayname='Pittsburgh Steelers', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,decision stick matt canada mike tomlin canada fails go mike hire,-0.4215,-0.5,-0.9215,False
71,1579957284473823233,2022-10-11 22:09:05+00:00,Steelersdepot,Steelers' offensive changes limited to running back reps — for now https://t.co/LGzo2LW2Ih #Steelers https://t.co/54lYV21pcy,['Steelers'],6,2,,,steelers offensive changes limited running back reps,-0.5994,-0.03571428571428571,-0.6351142857142857,False
73,1579956211797008384,2022-10-11 22:04:49+00:00,alexscott2021OF,Hopefully confident he’s gonna fire him #Steelers #blamecanada #FireMattCanada #nfl https://t.co/u9Fgi6qNOB,"['Steelers', 'blamecanada', 'FireMattCanada', 'nfl']",0,0,,,hopefully confident gonna fire,0.5423,0.5,1.0423,True
74,1579956134567645186,2022-10-11 22:04:31+00:00,BrioniBoy12,"Terry… oh man, Terry. Everything the pretended Roethlisberger was, TB did in real life. #Steelers https://t.co/NmnpgXuYTN",['Steelers'],1,0,,,terry oh man terry everything pretended roethlisberger tb real life,0.0,0.2,0.2,True
75,1579956021946388481,2022-10-11 22:04:04+00:00,TheSportsGuru91,I gotta say it’s a dark day in  #Steelers fan base and media …. Almost embarrassing… get a grip on reality we were never winning the SB this year anyway … unfortunately it’s back to the drawing board … just embrace the rebuild,['Steelers'],1,0,,,gotta say dark day fan base media almost embarrassing get grip reality never winning sb year anyway unfortunately back drawing board embrace rebuild,-0.4372,-0.30000000000000004,-0.7372000000000001,False
76,1579956000685445121,2022-10-11 22:03:59+00:00,PFF_Benjamin,BREAKING: The #Steelers are trading Cameron Heyward and a 2023 third round pick in exchange for a 2023 first round pick from the #Saints #NFL,"['Steelers', 'Saints', 'NFL']",2,0,,,breaking trading cameron heyward 2023 third round pick exchange 2023 first round pick,0.0,-0.037500000000000006,-0.037500000000000006,False
77,1579955823245398017,2022-10-11 22:03:17+00:00,BrioniBoy12,He also didn’t win 4 SBs in six years or go back to back twice. Noll inherited a shit show and turned it into a dynasty. Tomlin inherited what could be a dynasty and turned it into a shit-show. The house needs cleaning. #Steelers https://t.co/d0tKHQtMv7,['Steelers'],0,0,,,also win 4 sbs six years go back back twice noll inherited shit show turned dynasty tomlin inherited could dynasty turned shit show house needs cleaning,-0.5267,0.08000000000000002,-0.44669999999999993,False
78,1579955627576930304,2022-10-11 22:02:30+00:00,SteelersNewsNow,"TJ Watt Injury News, Cam Heyward Twitter Drama, Trade Chase Claypool? LATEST Steelers News &amp; Rumors #SteelersOpinion #SteelersFans #HereWeGo #SteelersFan https://t.co/FFxCl3htPn","['SteelersOpinion', 'SteelersFans', 'HereWeGo', 'SteelersFan']",0,0,,,tj watt injury news cam heyward twitter drama trade chase claypool latest steelers news amp rumors,-0.4215,0.5,0.07850000000000001,True
79,1579955360244252672,2022-10-11 22:01:26+00:00,SteelersNewsNow,Steelers HC Mike Tomlin offers bleak injury update #SteelersCountry #GoSteelers #HereWeGo #SteelersForLife https://t.co/V3U8pF5mQn,"['SteelersCountry', 'GoSteelers', 'HereWeGo', 'SteelersForLife']",1,0,,,steelers hc mike tomlin offers bleak injury update,-0.4215,-0.45,-0.8714999999999999,False
80,1579955305890590720,2022-10-11 22:01:13+00:00,BrioniBoy12,"Ooooooh, more tough talk from MediocreMike snd zero changes to back it up. #Steelers https://t.co/H5bDOiBVVC",['Steelers'],0,0,,,ooooooh tough talk mediocremike snd zero changes back,-0.128,-0.19444444444444445,-0.3224444444444444,False
81,1579955265704955904,2022-10-11 22:01:04+00:00,Steelersdepot,Buccaneers Sign OLB Genard Avery To Active Roster From Practice Squad https://t.co/HjLQyHVdmV #Steelers https://t.co/aJY9SX1c8r,['Steelers'],9,1,,,buccaneers sign olb genard avery active roster practice squad,0.4019,-0.13333333333333333,0.2685666666666666,True
